owner,repo,number,title,comments,pr,bug,feature,unlabelled,reaction_p1,reaction_other
tidyverse,lubridate,506,Match ISO 8601 week numbers to month of year,6,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,500,round_date for timespan classes,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,496,`parse_date_time` doesn't understand German month names,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,413,Incorrect dispatch when first class is not a date class,1,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,lubridate,396,Share parsing code with readr,7,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,361,should `year()` return an integer instead of a double?,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,334,Feature request: Would be great to have a function that checks a vector of dates for missing days,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,298,"Relative weekday calculations: Closest wday, Next  wday, Previous wday",6,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,241,Make %% for date-times,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,225,Timezone import slow - possible solutions,11,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,216,pretty_dates requires unrealistic knowledge about number of intervals,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,176,need sum method for timespan classes,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,lubridate,173,"Suppressing ""estimate only"" message",4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,lubridate,21,expanding/contracting for weekends,22,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,182,Attempt at updating package description,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,175,Provide introspection for the dynamic state of the pipe,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,magrittr,174,typo,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,173,"""copying"" pipe not possible",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,magrittr,172,Debugging a pipe with browser(),3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,magrittr,171,Easily access environment pipe is called from,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,magrittr,169,Add CODEOWNERS,4,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,168,Add CODEOWNERS,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,159,Pipes of functions have broken environments,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,magrittr,146,Pipe messing with the environment,10,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,magrittr,130,@ operator and character RHS,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,magrittr,108,Drop aliases? ,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,magrittr,70,Implement calling_env(),4,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,magrittr,57,`%<>%` is evaluated in wrong environment,23,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,modelr,77,Change URL from hadley/ to tidyverse/,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,modelr,76,"add leave-one-out cross-validation, crossv_loo()",0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,modelr,75,Fix description of crossv_mc(),0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,modelr,74,Pass through type parameter to stats::predict(),0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,modelr,73,change help text for crossv_mc(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,modelr,72,Fix README typo.,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,modelr,71,Add CODEOWNERS,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,principles,33,Common suffixes vs common prefixes,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,31,Collect design principles from other langs,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,29,Extract repeated error messages,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,28,Prefer code to documentation,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,27,Keep amount of code needed for analysis as small as possible,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,26,Glossary chapter,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,24,NULL vs zero-length vectors,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,23,Default values of function arguments,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,22,Use of argument names as values,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,21,Describe standard set of vector classes that we support,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,20,Prefer data frames to matrices,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,18,Responsible use of `...`,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,17,Useful algebraic terms,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,16,Side-effect-y functions should return first value invisibly,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,14,The superset principle,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,13,Recycling rules,6,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,12,Encoding practices,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,11,Minimize Global Options,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,10,Put package principles in principles.md,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,8,Communicating many problems,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,7,Row names,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,3,Recommendations for tests,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,2,readr:::standardize_path(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,principles,1,tidyverse ingest conventions,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,purrr,598,Add error conditions,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,589,Follow style guide in error messages,3,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,587,Add `accumulate2()`,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,586,Replace _right variants with `.dir` arguments,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,575,Is flattening c + splicing?,11,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,566,Implement reduce_while and variants,3,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,553,reduce() does not work with a list of functions,4,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,540,Should reduce_right be replaced with an argument to reduce?,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,537,New comparison vignette,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,533,map2-pmap: need better explanation of _dfc and _dfr functionality,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,525,flatten_names(),1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,509,More pmap thoughts ,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,506,Non-splatted pmap?,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,504,Generalisation of rerun,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,502,Add map_flat_type functions,6,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,501,fix rbernoulli function,2,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,485,Add tutorials,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,484,Expose non-FO versions of hopefully/safely,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,480,pluck() converts zero-length objects to NULL,12,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,purrr,457,Extending partial() to comprehend quasiquotation,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,447,Update local tidytemplate w/ fixed pkgdown link,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,436,Typed pluck,6,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,426,Feature Request:  Extend safely to encompass quietly as well,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,406,cross_df() is extremely slow compared to expand.grid() and crossing(),5,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,purrr,405,Bring back flatmap,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,397,Transpose a list with named elements where the names don't correspond,4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,394,accumulate_n,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,387,option to force evaluation of supplied function in partial to avoid infinite recursion,3,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,purrr,376,map_dfc() fails when the result contains list columns,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,purrr,360,Argument matching in partial() doesn't happen for primitive functions,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,333,Add persistently() adverb,10,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,purrr,327,error with cross_d when a list of same-type vectors is in the .l argument,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,320,rlang reconciliation,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,315,Invert function,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,256,Named vector from list,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,244,lift function to operate on list arguments in parallel,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,219,Provide execution engines for map functions,7,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,purrr,144,Special class for list output?,8,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,941,investigate valgrind issues,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readr,940,Release readr 1.3.0,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readr,938,More helpful error when trying to write out data frames with list columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readr,926,Addition of a `guess_delim` to guess the delimiter of a csv file,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,912,CollectorFactor should only create CHARSXP for the levels,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readr,895,[Feature Request] Print column specification with write_csv,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,882,add labels parameter into parse_factor and col_factor,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readr,880,Suggestion: parse_factor() with labels,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,865,Registration of custom column types and parsers,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,861,guess_encoding function using stri_enc_detect2 in addition to stri_enc_detect,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,829,Can `cols()` take the full column type as an abbreviation,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,825,read_delim() and C stack usage too close to limit,1,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readr,823,Spaces in quoted headers cause issues for read_csv,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readr,820,read_delim: unable to parse thorn delimiter - þ,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,812,"write_delim with delim= "" "" leads to a quotes issue",0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,811,Dealing with decimals in read_fwf(),0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,802,`readr::read_delim()`: delim argument accepts >1 character,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,773,TSV with NULL values,6,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,766,Support multiple comment symbols,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readr,762,readr does not read columns with missing headers,2,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readr,756,Consider using Fast CPP csv parser,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,742,Consider adding support for reading multiple header lines,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,739,read_log chokes on proxied web logs,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,738,read_log needs trim_ws argument,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,734,%A doesn't work with parse_date,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,728,feature request: return the 'final' parse patterns used for read in data (along with already returned col types),0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,725,Suppress warnings if a column is missing,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,709,read_package,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,677,Make the Source class report the encoding,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readr,674,support .zip the same was for write_csv as it is for read_csv,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,664,read_builtin,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,650,In-line csv files should use glue::trim,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,649,Need peek function,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,642,Not possible to specify datetime format in locale() (makes it impossible to import non-standard datetimes),0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,635,write_csv documentation examples,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,632,Decimal positions,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readr,622,parse_datetime() don't support %a as format,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,611,Use RProgress from progress package,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,549,Implement col_duration(),3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,522,Print column specification whenever there is guessing?,4,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,504,count_fields should not skip blank lines,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,472,Refactor read_fwf to first parse into lines,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,449,Percent parser,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,397,Full width spaces are not removed by read_csv() function with trim_ws = TRUE,5,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,395,read_csv() crashes R when file is locked by another process,4,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readr,336,Use cctz for date/time operations,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,270,Add n_skip parameter to col_number()?,1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,237,Think about how to extract colspec package,3,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readr,76,Streaming interface to handle connections,5,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readxl,524,read_excel returns number instead of date,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,523,Move C_VISIBILITY out of CPPFLAGS,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,522,Return Excel Column Names,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,520,Error in getDLLRegisteredRoutines.DLLInfo,14,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,519,Error in sheets_fun(path) : Failed to open,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,518,Feature Request: ability to read from HDFS,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,517,Prepare for changes re: name repair in tibble,3,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,516,Empty tibble when reading xls file,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,513,Troubles skiping some rows,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,511,"""NA"" in date-formatted column prevents read_excel from interpreting it as a date",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,510,"When import with col_types=""text"", text column value is converted with unwanted additional decimal points.",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,509,"XLS file doesn't open with v1.1.0.9000, does with v1.0.0; example included",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,506,Cannot read minimalistic XLSX file,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,505,"Accept XLSX files that do not contain a ""styles"" part",4,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,504,numFmts 12-22 Are Not All DateTimes,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,501,Adapt to tibble v1.4.99.* and ruminate on name repair,2,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,496,Updated and unable to read certain excel files now,23,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,495,Formulas are loaded as 0 instead of calculated values,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,492,Multiple header rows mini-vignette?,7,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,491,XLS-file no longer opens in 1.1.0,8,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,486,Collapse multiple rows of headers (feature request),4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,485,read_excel() terminates the session when this file is read,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,483,Problem Loading xls file,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,481,Datetime missing a second strikes back,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,479,Compile failure with Intel compilers,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,readxl,478,Failed to open a specific .xls: Unable to allocate memory,17,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readxl,472,Regression testing on wild-caught spreadsheets,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readxl,471,read failure,4,FALSE,TRUE,FALSE,FALSE,0,0
tidyverse,readxl,470,Test WINICONV_CONST to deal with conflicting prototypes,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,443,Switch to new libxls API,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,428,Ignore hidden rows or columns,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readxl,417,Fail to read a certain xls file.,3,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,400,warning for impossible datetimes doesn't say where,1,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,391,Read failure,6,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,353,Feature request: 'comment' argument for read_excel (and friends),1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readxl,320,Completion support for readxl_example,9,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,307,Provide diagnostics a la 'problems' from readr,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,284,Unified cell/worksheet classes or generic functions,0,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,243,read_excel progress bar,7,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,readxl,198,Add column specification as in readr,5,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,readxl,118,Convert character <--> date,5,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,reprex,225,avoid wrap when printing session info,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,222,Reprex from selection does not work when selection is in new window,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,221,reprex() does not copy and paste output into clipboard when render argument is set to FALSE.,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,214,Make upload.fun configurable via option,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,208,Make style = TRUE the default?,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,204,`utils::file.edit()` silently fails in `reprex()` when `reprex()` is run in an RStudio session on Windows,16,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,200,Record known limitation re: reprexing in a directory with rmarkdown-controlling YAML,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,197,Encoding issue: the results with non-ASCII symbols were not reproduced,5,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,193,"Feature request: venue = ""jira""",1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,186,FR: Enable capture of RStudio API output.,2,FALSE,FALSE,FALSE,FALSE,0,0
tidyverse,reprex,177,"Reinstate ""Advanced features"" of vignette ... or not",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,172,Add GIF of `reprex` process with expressions to `README`,3,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,163,Adapt reprex_addin to be more useful when the clipboard isn't available,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,reprex,160,Shiny app blocks input when asking if user wants to open file for manual copying,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,138,y u no work?,1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,reprex,74,Adding traceback() info,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,67,FR: Capture reprex directly from GitHub issue or SO post,13,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,reprex,65,"addin: simulate a click on the ""render"" button when enter pressed",0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,stringr,265,str_split inside of mutate takes the whole column as input instead of just the row,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,264,Add feature to str_split,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,263,Fail more gracefully when str_view() is called in the absence of htmlwidgets,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,261,Is this example correct?,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,stringr,260,Implement str_reverse() from stri_reverse(),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,259,"Add negate argument to str_subset(), str_detect(), and str_which()",0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,stringr,258,str_[starts|ends],1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,257,str_replace and str_replace_all: backslash escaping hell,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,256,Unexpected str_replace_all behavior when doing conditional replacements using named character vector,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,255,Advertise regexplain,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,254,Write vignette comparing to base R,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,245,Unconsistent behavior in `word` function,4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,stringr,195,"str_split_fixed should return NA not """"",1,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,stringr,188,str_pad count 1 chinese char as 2,9,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,stringr,128,str_view not showing line break as new line,0,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,stringr,50,Possible unintended behaviour of invert_match,2,FALSE,FALSE,TRUE,FALSE,0,0
tidyverse,style,113,A typo in tests.Rmd,0,TRUE,FALSE,FALSE,FALSE,0,0
